,Ingredients,Prices,Weights,Price per unit
21,MORNINGSTAR FARMS Garden Veggie Nuggets,5.79,10.5,0.5514285714285714
22,MORNINGSTAR FARMS Garden Veggie Patties,6.79,4.0,1.6975
23,MORNINGSTAR FARMS Grillers Burger Style Recipe Crumbles,0.0,0.0,10000.0
24,MORNINGSTAR FARMS Grillers Chik'n Veggie Patties,10.49,8.0,1.31125
25,MORNINGSTAR FARMS Grillers Original,10.59,8.0,1.32375
26,MORNINGSTAR FARMS Grillers Prime,6.89,10.0,0.689
27,MORNINGSTAR FARMS Grillers Quarter Pound Veggie Burger,10.59,8.0,1.32375
28,MORNINGSTAR FARMS Grillers Vegan,10.49,8.0,1.31125
29,MORNINGSTAR FARMS Hot and Spicy Veggie Sausage Patties,6.79,8.0,0.84875
30,MORNINGSTAR FARMS Italian Herb Chik'n Pattie,6.89,10.0,0.689
31,MORNINGSTAR FARMS Lasagna with Veggie Sausage,6.89,8.0,0.86125
32,MORNINGSTAR FARMS Meal Starters Veggie Meatballs,6.39,12.7,0.5031496062992126
33,MORNINGSTAR FARMS Mediterranean Chickpea,10.49,8.0,1.31125
34,MORNINGSTAR FARMS Mushroom Lover's Burger,6.79,9.5,0.7147368421052631
35,MORNINGSTAR FARMS Parmesan Garlic Wings,6.79,10.5,0.6466666666666667
36,MORNINGSTAR FARMS Pizza,6.89,9.5,0.7252631578947368
37,MORNINGSTAR FARMS Roasted Garlic & Quinoa Burger,7.99,13.5,0.5918518518518519
38,MORNINGSTAR FARMS Sausage Style Recipe Crumbles,0.0,0.0,10000.0
39,MORNINGSTAR FARMS Sesame Chik'n Entree,7.99,13.5,0.5918518518518519
40,MORNINGSTAR FARMS Spicy Black Bean Burger,6.99,12.0,0.5825
41,MORNINGSTAR FARMS Spicy Black Bean Enchilada Entree,8.29,9.5,0.8726315789473683
42,MORNINGSTAR FARMS Spicy Indian Veggie Burger,7.59,9.5,0.7989473684210526
43,MORNINGSTAR FARMS Tomato & Basil Pizza Burger,6.89,9.5,0.7252631578947368
44,MORNINGSTAR FARMS Tuscan Greens & Beans,8.79,13.5,0.6511111111111111
45,MORNINGSTAR FARMS Veggie Dog,6.59,8.4,0.7845238095238095
46,MOTHER'S,5.19,9.0,0.5766666666666667
47,MURRAY,4.49,3.0,1.4966666666666668
48,Macaroni,1.19,16.0,0.074375
49,Macaroni and Cheese,2.29,7.25,0.3158620689655173
50,Macaroni and cheese,2.29,7.25,0.3158620689655173
51,Macaroni and cheese dinner with dry sauce mix,7.39,14.0,0.5278571428571428
52,Macaroni and cheese loaf,6.29,14.0,0.4492857142857143
53,Macaroni or noodles with cheese,7.39,14.0,0.5278571428571428
54,Malabar spinach,1.59,10.0,0.159
55,Malt beverage,4.59,23.5,0.1953191489361702
56,Mammy-apple,7.62,3.0,2.54
57,Mango,1.79,1.0,1.79
58,Mango nectar,7.49,128.0,0.058515625
59,Mangos,1.79,1.0,1.79
60,Mangosteen,1.49,16.0,0.093125
61,Maraschino cherries,5.19,16.0,0.324375
62,Margarine,2.89,1.0,2.89
63,Margarine Spread,5.59,15.0,0.37266666666666665
64,Margarine-like,0.0,0.0,10000.0
65,Margarine-like shortening,0.0,0.0,10000.0
66,Margarine-like spread,0.0,0.0,10000.0
67,Margarine-like spread with yogurt,7.39,15.0,0.49266666666666664
68,Margarine-like vegetable-oil spread,6.89,15.0,0.4593333333333333
69,Marmalade,4.59,18.0,0.255
70,Mashu roots,3.99,13.75,0.2901818181818182
71,Mayonnaise,5.79,30.0,0.193
72,Mayonnaise dressing,5.99,15.0,0.3993333333333334
73,McDONALD'S,5.99,12.0,0.4991666666666667
74,McDONALD'S Bacon Ranch Salad with Crispy Chicken,3.79,4.1,0.9243902439024391
75,Meat drippings (lard,0.0,0.0,10000.0
76,Meat extender,18.09,12.0,1.5075
77,Meatballs,18.39,64.0,0.28734375
78,Melon,3.49,1.0,3.49
79,Melon balls,5.0,1.0,5.0
80,Melons,7.49,2.0,3.745
81,Milk,4.59,1.0,4.59
82,Milk and cereal bar,0.0,0.0,10000.0
83,Milk dessert,9.79,14.0,0.6992857142857142
84,Milk dessert bar,9.79,14.0,0.6992857142857142
85,Milk shakes,19.19,8.0,2.39875
86,Milk substitutes,0.0,0.0,10000.0
87,Millet,3.99,28.0,0.14250000000000002
88,Millet flour,4.39,22.0,0.19954545454545453
89,Miso,8.69,13.2,0.6583333333333333
90,Molasses,7.07,16.0,0.441875
91,Mollusks,0.0,0.0,10000.0
92,Moose,6.99,14.0,0.4992857142857143
93,Mortadella,7.01,1.0,7.01
94,Mothbeans,1.79,10.5,0.17047619047619048
95,Mother's loaf,9.8,13.6,0.7205882352941178
96,Mountain yam,3.21,1.0,3.21
97,Mouse nuts,10.99,9.0,1.221111111111111
98,Muffin,6.39,12.0,0.5325
99,Muffins,11.99,6.0,1.9983333333333333
100,Mulberries,11.98,8.0,1.4975
101,Mung beans,0.0,0.0,10000.0
102,Mungo beans,4.99,1.0,4.99
103,Mush,2.29,5.0,0.458
104,Mushroom,7.49,24.0,0.3120833333333333
105,Mushrooms,2.89,8.0,0.36125
106,Mustard,2.29,20.0,0.1145
107,Mustard greens,2.87,1.0,2.87
108,Mustard spinach,3.49,16.0,0.218125
109,Mutton,0.0,0.0,10000.0
110,NABISCO,15.99,40.0,0.39975
111,Nance,3.49,10.0,0.34900000000000003
112,Naranjilla (lulo) pulp,0.0,0.0,10000.0
113,Natto,0.0,0.0,10000.0
114,Nectarines,1.41,17.0,0.08294117647058823
115,New Zealand spinach,2.19,13.5,0.1622222222222222
116,New england brand sausage,6.19,14.0,0.44214285714285717
117,New zealand spinach,2.19,13.5,0.1622222222222222
118,Noodles,4.09,3.0,1.3633333333333333
119,Nopales,4.79,30.0,0.15966666666666668
120,Nutritional supplement for people with diabetes,18.59,16.0,1.161875
121,Nuts,15.99,40.0,0.39975
122,OLIVE GARDEN,6.39,16.0,0.399375
123,ON THE BORDER,5.59,11.0,0.5081818181818182
124,OSCAR MAYER,6.49,10.0,0.649
125,Oat bran,4.59,18.0,0.255
126,Oat flour,14.81,16.0,0.925625
127,Oats,11.99,50.0,0.2398
128,Octopus (Alaska Native),0.0,0.0,10000.0
129,Oheloberries,0.0,0.0,10000.0
130,Oil,15.99,3.0,5.33
131,Okara,2.59,16.0,0.161875
132,Okra,4.09,12.0,0.3408333333333333
133,Olive loaf,7.99,1.0,7.99
134,Olives,6.9,1.0,6.9
135,Onion rings,4.99,16.0,0.311875
136,Onions,1.1,1.0,1.1
137,Oopah (tunicate),0.0,0.0,10000.0
138,Orange Pineapple Juice Blend,4.18,59.0,0.07084745762711864
139,Orange juice,4.09,59.0,0.06932203389830509
140,Orange peel,8.69,1.0,8.69
141,Orange-grapefruit juice,4.59,64.0,0.07171875
142,Oranges,1.49,1.0,1.49
143,Ostrich,0.0,0.0,10000.0
144,Oven-roasted chicken breast roll,5.59,1.0,5.59
145,Owl,18.94,750.0,0.025253333333333336
146,P REGO Pasta,0.0,0.0,10000.0
147,PACE,4.39,16.0,0.274375
148,"PAPA JOHN'S 14"" Cheese Pizza",8.39,21.06,0.39838556505223177
149,"PAPA JOHN'S 14"" Pepperoni Pizza",7.39,20.6,0.3587378640776699
150,"PAPA JOHN'S 14"" The Works Pizza",8.39,21.06,0.39838556505223177
151,PEPPERIDGE FARM,4.39,12.0,0.3658333333333333
152,PILLSBURY,6.89,8.0,0.86125
153,PILLSBURY GRANDS,6.99,16.3,0.4288343558282208
154,PILLSBURY Golden Layer Buttermilk Biscuits,1.99,6.0,0.33166666666666667
155,PIZZA HUT,12.19,27.5,0.44327272727272726
156,"PIZZA HUT 12"" Cheese Pizza",1.79,5.08,0.35236220472440943
157,"PIZZA HUT 12"" Pepperoni Pizza",14.79,22.2,0.6662162162162162
158,"PIZZA HUT 12"" Super Supreme Pizza",14.79,26.4,0.5602272727272727
159,"PIZZA HUT 14"" Cheese Pizza",6.99,9.2,0.7597826086956523
160,"PIZZA HUT 14"" Pepperoni Pizza",11.59,22.3,0.5197309417040359
161,"PIZZA HUT 14"" Sausage Pizza",2.99,5.36,0.5578358208955224
162,"PIZZA HUT 14"" Super Supreme Pizza",14.79,26.4,0.5602272727272727
163,POPEYES,2.19,13.5,0.1622222222222222
164,PREGO Pasta,3.99,24.0,0.16625
165,Pan Dulce,6.09,4.4,1.384090909090909
166,Pancakes,3.49,16.5,0.21151515151515152
167,Pancakes plain,0.0,0.0,10000.0
168,Papad,0.26,1.0,0.26
169,Papaya,7.05,1.0,7.05
170,Papaya nectar,3.19,1.0,3.19
171,Papayas,7.29,16.0,0.455625
172,Parmesan cheese topping,3.99,8.0,0.49875
173,Parsley,1.79,1.0,1.79
174,Parsnips,1.3,1.0,1.3
175,Passion-fruit,4.39,1.0,4.39
176,Passion-fruit juice,3.89,33.8,0.11508875739644972
177,Pasta,1.19,16.0,0.074375
178,Pasta mix,2.29,4.3,0.5325581395348837
179,Pasta with Sliced Franks in Tomato Sauce,10.19,1.0,10.19
180,Pasta with tomato sauce,5.79,24.0,0.24125
181,Pastrami,18.39,1.0,18.39
182,Pastry,40.59,1.0,40.59
183,Pate,11.98,5.5,2.178181818181818
184,Pate de foie gras,13.07,5.5,2.3763636363636365
185,Peach nectar,3.19,33.8,0.09437869822485208
186,Peaches,4.46,4.0,1.115
187,Peanut butter,13.99,28.0,0.49964285714285717
188,Peanut butter with omega-3,7.99,16.0,0.499375
189,Peanut flour,6.89,5.0,1.378
190,Peanut spread,5.99,16.0,0.374375
191,Peanuts,9.69,2.5,3.876
192,Pear nectar,3.19,33.8,0.09437869822485208
193,Pears,1.24,1.0,1.24
194,Peas,2.59,16.0,0.161875
195,Peas and carrots,1.79,16.0,0.111875
196,Peas and onions,3.09,15.0,0.206
197,Pectin,4.49,1.75,2.565714285714286
198,Pepeao,0.0,0.0,10000.0
199,Pepper,1.12,1.0,1.12
200,Peppered loaf,8.09,15.5,0.5219354838709678
201,Peppermint,11.99,20.0,0.5995
202,Pepperoni,4.59,6.0,0.765
203,Peppers,6.39,2.0,3.195
204,Persimmons,2.89,1.0,2.89
205,Pheasant,7.49,12.0,0.6241666666666666
206,Phyllo dough,7.29,16.0,0.455625
207,Pickle and pimiento loaf,2.79,16.0,0.174375
208,Pickle relish,2.09,8.0,0.26125
209,Pickles,4.39,24.0,0.18291666666666664
210,Picnic loaf,0.0,0.0,10000.0
211,Pie,7.49,58.0,0.12913793103448276
212,Pie Crust,7.49,14.1,0.5312056737588653
213,Pie crust,7.49,14.1,0.5312056737588653
214,Pie fillings,4.49,21.0,0.2138095238095238
215,Pigeon peas (red gram),0.0,0.0,10000.0
216,Pigeonpeas,2.39,15.0,0.15933333333333335
217,Piki bread,5.69,22.0,0.25863636363636366
218,Pimento,1.99,4.0,0.4975
219,Pineapple,3.49,1.0,3.49
220,Pineapple juice,4.99,6.0,0.8316666666666667
221,Pinon Nuts,4.59,2.25,2.04
222,Pitanga,6.99,1.0,6.99
223,Pizza,15.59,12.0,1.2991666666666666
224,Pizza rolls,9.89,24.8,0.3987903225806452
225,Plantains,4.99,5.0,0.998
226,Plums,2.09,4.0,0.5225
227,Poi,13.0,100.0,0.13
228,Pokeberry shoots,1.49,8.0,0.18625
229,Polish sausage,7.69,14.0,0.5492857142857143
230,Pomegranate juice,12.69,48.0,0.26437499999999997
231,Pomegranates,29.99,8.0,3.74875
232,Popcorn,4.99,10.0,0.499
233,Popovers,0.0,0.0,10000.0
234,Pork,14.95,1.0,14.95
235,Pork and beef sausage,7.99,12.0,0.6658333333333334
236,Pork and turkey sausage,8.99,1.25,7.192
237,Pork loin,8.71,1.5,5.8066666666666675
238,Pork sausage,3.49,16.0,0.218125
239,Pork sausage rice links,7.39,6.0,1.2316666666666667
240,Potato chips,2.89,11.0,0.26272727272727275
241,Potato flour,8.79,22.0,0.3995454545454545
242,Potato pancakes,6.39,8.0,0.79875
243,Potato puffs,7.79,28.0,0.2782142857142857
244,Potato salad,6.89,16.0,0.430625
245,Potato salad with egg,5.79,16.0,0.361875
246,Potato soup,5.29,18.5,0.28594594594594597
247,Potatoes,4.09,5.0,0.818
248,Potsticker or wonton,9.99,16.0,0.624375
249,Poultry,20.79,11.0,1.89
250,Poultry salad sandwich spread,8.99,1.0,8.99
251,Prairie Turnips,0.67,1.0,0.67
252,Pretzels,10.04,28.0,0.35857142857142854
253,Prickly pears,1.01,1.0,1.01
254,Protein supplement,32.99,15.0,2.1993333333333336
255,Prune juice,6.29,48.0,0.13104166666666667
256,Prune puree,1.99,4.0,0.4975
257,Prunes,6.09,16.0,0.380625
258,Pudding,4.59,23.25,0.19741935483870968
259,Puddings,2.09,3.25,0.643076923076923
260,Puff pastry,8.69,17.3,0.5023121387283237
261,Pulled pork in barbecue sauce,5.29,18.0,0.29388888888888887
262,Pummelo,6.53,1.0,6.53
263,Pumpkin,1.79,15.0,0.11933333333333333
264,Pumpkin flowers,1.79,15.0,0.11933333333333333
265,Pumpkin leaves,7.49,5.0,1.498
266,Pumpkin pie mix,9.19,36.0,0.25527777777777777
267,Purslane,5.29,12.0,0.44083333333333335
268,Quail,11.99,18.0,0.6661111111111111
269,Quinces,14.19,12.3,1.1536585365853658
270,Quinoa,10.99,4.5,2.442222222222222
271,RUDI'S,7.99,18.0,0.4438888888888889
272,Radicchio,4.94,1.0,4.94
273,Radish seeds,5.98,0.9,6.644444444444445
274,Radishes,5.44,1.0,5.44
275,Raisins,5.19,20.0,0.2595
276,Rambutan,6.99,1.0,6.99
277,Raspberries,2.73,6.0,0.455
278,Ravioli,5.19,25.0,0.2076
279,Reddi Wip Fat Free Whipped Topping,6.59,6.5,1.0138461538461538
280,Refried beans,2.79,16.0,0.174375
281,Rennin,0.0,0.0,10000.0
282,Restaurant,4.35,15.5,0.2806451612903226
283,Rhubarb,0.38,1.0,0.38
284,Rice,12.99,7.4,1.7554054054054054
285,Rice and Wheat cereal bar,3.29,4.2,0.7833333333333333
286,Rice and vermicelli mix,4.57,5.5,0.8309090909090909
287,Rice bowl with chicken,5.29,7.5,0.7053333333333334
288,Rice bran,2.49,8.0,0.31125
289,Rice cake,4.59,4.47,1.0268456375838926
290,Rice crackers,5.79,3.5,1.6542857142857144
291,Rice flour,5.19,24.0,0.21625000000000003
292,Rice mix,1.79,5.6,0.3196428571428572
293,Rice noodles,3.49,6.35,0.5496062992125985
294,Roast beef,16.09,1.0,16.09
295,Roast beef spread,4.19,4.25,0.9858823529411765
296,Rolls,0.0,0.0,10000.0
297,Rose Hips,6.86,16.0,0.42875
298,Rose-apples,4.99,3.0,1.6633333333333333
299,Roselle,0.0,0.0,10000.0
300,Rosemary,2.89,1.0,2.89
301,Rowal,18.99,20.0,0.9494999999999999
302,Ruby Red grapefruit juice blend (grapefruit,0.0,0.0,10000.0
303,Ruffed Grouse,2.99,4.0,0.7475
304,Rutabagas,1.27,1.0,1.27
305,Rye flour,5.29,20.0,0.2645
306,Rye grain,4.39,9.5,0.4621052631578947
307,SAGE VALLEY,2.79,1.4,1.992857142857143
308,SCHAR,8.09,14.1,0.573758865248227
309,SCHIFF,29.99,75.0,0.39986666666666665
310,SILK Banana-Strawberry soy yogurt,2.49,5.3,0.46981132075471704
311,SILK Black Cherry soy yogurt,8.09,24.0,0.33708333333333335
312,SILK Blueberry soy yogurt,3.09,5.3,0.5830188679245283
313,SILK Chai,8.59,32.0,0.2684375
314,SILK Chocolate,5.66,64.0,0.0884375
315,SILK Coffee,13.99,22.6,0.6190265486725663
316,SILK French Vanilla Creamer,6.39,32.0,0.1996875
317,SILK Hazelnut Creamer,8.09,28.0,0.2889285714285714
318,SILK Key Lime soy yogurt,2.49,5.3,0.46981132075471704
319,SILK Light Chocolate,6.49,64.0,0.10140625
320,SILK Light Plain,6.09,64.0,0.09515625
321,SILK Light Vanilla,6.09,64.0,0.09515625
322,SILK Mocha,8.19,32.0,0.2559375
323,SILK Nog,6.09,64.0,0.09515625
324,SILK Original Creamer,6.39,32.0,0.1996875
325,SILK Peach soy yogurt,3.09,5.3,0.5830188679245283
326,SILK Plain,8.16,24.0,0.34
327,SILK Plain soy yogurt,8.16,24.0,0.34
328,SILK Plus Fiber,26.99,16.7,1.6161676646706586
329,SILK Plus Omega-3 DHA,35.99,60.0,0.5998333333333333
330,SILK Plus for Bone Health,34.99,30.0,1.1663333333333334
331,SILK Raspberry soy yogurt,3.09,5.3,0.5830188679245283
332,SILK Strawberry soy yogurt,3.09,5.3,0.5830188679245283
333,SILK Unsweetened,7.39,64.0,0.11546875
334,SILK Vanilla,6.39,64.0,0.09984375
335,SILK Vanilla soy yogurt (family size),0.0,0.0,10000.0
336,SILK Vanilla soy yogurt (single serving size),0.0,0.0,10000.0
337,SILK Very Vanilla,6.09,64.0,0.09515625
338,SMART SOUP,7.99,16.9,0.47278106508875745
339,SPAGHETTIOS,1.19,16.0,0.074375
340,SUBWAY,4.79,1.0,4.79
341,SUNSHINE,3.69,18.0,0.205
342,SUPPER BAKES MEAL KITS,3.29,5.1,0.6450980392156863
343,SWANSON,5.19,32.0,0.1621875
344,SWANSON BROTH,5.19,32.0,0.1621875
345,Salad Dressing,9.69,30.0,0.323
346,Salad dressing,9.69,30.0,0.323
347,Salami,17.99,16.0,1.124375
348,Salisbury steak with gravy,3.09,0.9,3.433333333333333
349,Salmon,9.25,1.0,9.25
350,Salmonberries,6.99,14.75,0.4738983050847458
351,Salsify,0.0,0.0,10000.0
352,Salt,0.99,26.0,0.03807692307692308
353,Sandwich spread,5.29,11.5,0.46
354,Sapodilla,8.6,1.0,8.6
355,Sapote,8.6,1.0,8.6
356,Sauce,1.79,24.0,0.07458333333333333
357,Sauerkraut,2.99,16.0,0.186875
358,Sausage,8.22,1.0,8.22
359,School Lunch,0.0,0.0,10000.0
360,Scrapple,3.79,8.0,0.47375
361,Sea cucumber,44.99,16.0,2.811875
362,Sea lion,27.89,16.0,1.743125
363,Seal,24.99,57.0,0.43842105263157893
364,Seasoning mix,2.29,0.9,2.5444444444444443
365,Seaweed,9.19,2.04,4.504901960784314
366,Seeds,11.99,22.0,0.545
367,Semolina,5.19,2.2,2.359090909090909
368,Sesbania flower,15.19,17.6,0.8630681818181817
369,Shake,39.99,11.0,3.6354545454545457
370,Shallots,0.5,1.0,0.5
371,Sherbet,4.29,48.0,0.089375
372,Shortening,6.09,16.0,0.380625
373,Shortening bread,4.59,18.0,0.255
374,Shortening cake mix,4.29,16.0,0.268125
375,Shortening confectionery,4.99,20.0,0.2495
376,Shortening frying (heavy duty),0.0,0.0,10000.0
377,Shortening household soybean (hydrogenated) and palm,0.0,0.0,10000.0
378,Shortening industrial,14.89,48.0,0.31020833333333336
379,Side dishes,2.29,4.3,0.5325581395348837
380,Smelt,8.69,1.0,8.69
381,Smoked link sausage,6.19,14.0,0.44214285714285717
382,Snack,0.0,0.0,10000.0
383,Snacks,0.0,0.0,10000.0
384,Sorghum flour,4.99,22.0,0.22681818181818184
385,Sorghum grain,6.69,24.0,0.27875
386,Soup,8.69,16.0,0.543125
387,Sour cream,3.29,16.0,0.205625
388,Sour dressing,6.89,12.0,0.5741666666666666
389,Sourdock,9.8,1.0,9.8
390,Soursop,1.89,9.6,0.196875
391,Soy flour,6.53,22.0,0.2968181818181818
392,Soy meal,3.99,32.0,0.1246875
393,Soy protein concentrate,43.99,18.4,2.390760869565218
394,Soy protein isolate,109.99,5.0,21.997999999999998
395,Soy sauce,4.09,11.4,0.35877192982456135
396,Soy sauce made from hydrolyzed vegetable protein,2.39,10.0,0.23900000000000002
397,Soy sauce made from soy (tamari),0.0,0.0,10000.0
398,Soy sauce made from soy and wheat (shoyu),0.0,0.0,10000.0
399,Soybean,3.49,12.0,0.29083333333333333
400,Soybeans,3.79,15.0,0.25266666666666665
401,Soymilk,6.09,64.0,0.09515625
402,Soymilk (All flavors),0.0,0.0,10000.0
403,Soymilk (all flavors),0.0,0.0,10000.0
404,Spaghetti,1.19,16.0,0.074375
405,Spaghetti with meat sauce,5.49,24.0,0.22875
406,Spanish rice mix,3.29,6.8,0.4838235294117647
407,Spearmint,3.26,1.0,3.26
408,Spelt,18.52,80.0,0.23149999999999998
409,Spices,3.49,3.0,1.1633333333333333
410,Spinach,2.59,6.0,0.43166666666666664
411,Spinach souffle,6.89,12.0,0.5741666666666666
412,Split pea soup,5.29,19.0,0.27842105263157896
413,Split pea with ham soup,2.89,11.5,0.25130434782608696
414,Squab,0.0,0.0,10000.0
415,Squash,0.92,1.0,0.92
416,Squirrel,19.19,5.0,3.838
417,Steelhead trout,14.0,4.0,3.5
418,Stew,25.01,1.0,25.01
419,Stew/soup,5.49,18.8,0.29202127659574467
420,Stinging Nettles,32.99,300.0,0.10996666666666667
421,Strawberries,5.79,16.0,0.361875
422,Strawberry-flavor beverage mix,5.39,1.62,3.32716049382716
423,Strudel,6.29,6.0,1.0483333333333333
424,Succotash,5.49,12.0,0.4575
425,Sugar,2.69,4.0,0.6725
426,Sugar-apples,2.53,1.0,2.53
427,Sugars,4.49,4.0,1.1225
428,Swamp cabbage,2.29,15.0,0.15266666666666667
429,Swamp cabbage (skunk  cabbage),0.0,0.0,10000.0
430,Swamp cabbage (skunk cabbage),0.0,0.0,10000.0
431,Sweet Potato puffs,8.09,20.0,0.40449999999999997
432,Sweet Potatoes,1.79,8.0,0.22375
433,Sweet potato,1.79,8.0,0.22375
434,Sweet potato leaves,0.89,1.0,0.89
435,Sweet rolls,3.29,12.0,0.27416666666666667
436,Sweetener,3.69,100.0,0.0369
437,Sweeteners,4.19,100.0,0.04190000000000001
438,Swisswurst,10.19,16.0,0.636875
439,Syrup,14.99,1.0,14.99
440,Syrups,9.69,12.7,0.7629921259842519
441,T.G.I. FRIDAY'S,9.29,11.0,0.8445454545454545
442,TACO BELL,1.59,1.0,1.59
443,Taco shells,2.89,10.0,0.28900000000000003
444,Tamales,13.79,12.0,1.1491666666666667
445,Tamales (Navajo),0.0,0.0,10000.0
446,Tamarind nectar,2.09,9.6,0.21770833333333334
447,Tamarinds,5.79,1.0,5.79
448,Tangerine juice,8.09,32.0,0.2528125
449,Tangerines,2.99,1.0,2.99
450,Tapioca,5.59,8.0,0.69875
451,Taquitos,9.19,1.5,6.126666666666666
452,Taro,1.47,1.0,1.47
453,Taro leaves,0.46,1.0,0.46
454,Taro shoots,1.59,8.0,0.19875
455,Tea,5.44,16.0,0.34
456,Teff,7.99,20.0,0.3995
457,Tempeh,4.59,8.0,0.57375
458,Tennis Bread,2.49,20.0,0.12450000000000001
459,Thuringer,16.39,1.0,16.39
460,Thyme,4.99,0.7,7.128571428571429
461,Toaster Pastries,4.79,6.0,0.7983333333333333
462,Toaster pastries,4.79,6.0,0.7983333333333333
463,Toddler formula,31.99,4.85,6.595876288659794
464,Tofu,2.89,14.0,0.20642857142857143
465,Tofu yogurt,2.79,5.3,0.5264150943396226
466,Tomatillos,3.26,1.0,3.26
467,Tomato and vegetable juice,5.39,46.0,0.11717391304347825
468,Tomato juice,5.79,64.0,0.09046875
469,Tomato powder,4.69,7.9,0.5936708860759494
470,Tomato products,0.0,0.0,10000.0
471,Tomato sauce,1.79,29.0,0.061724137931034484
472,Tomatoes,4.04,1.0,4.04
473,Topping,3.49,11.75,0.2970212765957447
474,Toppings,0.0,0.0,10000.0
475,Tortellini,8.99,48.0,0.18729166666666666
476,Tortilla,7.49,40.0,0.18725
477,Tortilla chips,3.79,16.0,0.236875
478,Tortillas,4.09,10.0,0.409
479,Tostada shells,3.79,22.0,0.17227272727272727
480,Tree fern,3.26,1.0,3.26
481,Triticale,6.79,12.6,0.5388888888888889
482,Triticale flour,12.99,5.0,2.598
483,Turkey,6.89,8.0,0.86125
484,Turkey Pot Pie,2.09,7.0,0.29857142857142854
485,Turkey and gravy,3.79,12.0,0.31583333333333335
486,Turkey and pork sausage,4.99,12.0,0.41583333333333333
487,Turkey bacon,7.89,10.0,0.7889999999999999
488,Turkey breast,8.29,1.0,8.29
489,Turkey from whole,0.0,0.0,10000.0
490,Turkey ham,8.99,9.0,0.9988888888888889
491,Turkey roast,29.89,1.0,29.89
492,Turkey sausage,3.49,16.0,0.218125
493,Turkey sticks,11.49,1.0,11.49
494,Turkey thigh,4.29,1.0,4.29
495,Turnip greens,1.21,1.0,1.21
496,Turnip greens and turnips,0.3,1.0,0.3
497,Turnips,1.21,1.0,1.21
498,Turnover,6.99,12.5,0.5592
499,Turtle,5.29,6.3,0.8396825396825397
500,UDI'S,10.99,19.0,0.578421052631579
501,USDA Commodity,15.99,1.0,15.99
502,USDA Commodity Chicken,9.8,1.25,7.840000000000001
503,USDA Commodity Food,15.99,1.0,15.99
504,USDA Commodity peaches,5.39,4.0,1.3475
505,USDA Commodity pears,2.49,45.0,0.05533333333333334
506,VAN'S,5.44,6.0,0.9066666666666667
507,Vanilla extract,7.49,2.0,3.745
508,Veal,10.39,16.0,0.649375
509,Vegetable juice,4.59,46.0,0.09978260869565217
510,Vegetable juice cocktail,5.39,46.0,0.11717391304347825
511,Vegetable oil,5.79,48.0,0.120625
512,Vegetable oil-butter spread,6.89,15.0,0.4593333333333333
513,Vegetable smoothie,5.29,46.0,0.115
514,Vegetables,3.29,8.0,0.41125
515,Vegetarian fillets,8.69,13.5,0.6437037037037037
516,Vegetarian meatloaf or patties,18.59,32.0,0.5809375
517,Veggie burgers or soyburgers,7.99,8.0,0.99875
518,Vermicelli,3.49,6.35,0.5496062992125985
519,Vinegar,4.39,128.0,0.034296875
520,Vinespinach,2.99,1.0,2.99
521,Vital wheat gluten,8.99,20.0,0.4495
522,Vitasoy USA,13.07,3.3,3.960606060606061
523,Vitasoy USA Azumaya,3.49,16.0,0.218125
524,Vitasoy USA Nasoya,7.99,9.0,0.8877777777777778
525,Vitasoy USA Organic Nasoya,7.99,9.0,0.8877777777777778
526,Vitasoy USA Organic Nasoya Sprouted,7.99,9.0,0.8877777777777778
527,WEND'YS,6.99,8.3,0.8421686746987951
528,WENDY'S,6.99,8.3,0.8421686746987951
529,WORTHINGTON Chic-Ketts,5.99,12.0,0.4991666666666667
530,WORTHINGTON Chili,3.79,14.0,0.27071428571428574
531,WORTHINGTON Choplets,0.0,0.0,10000.0
532,WORTHINGTON Diced Chik,10.99,8.0,1.37375
533,WORTHINGTON Dinner Roast,24.99,32.0,0.7809375
534,WORTHINGTON FriChik Original,9.79,10.6,0.9235849056603773
535,WORTHINGTON FriPats,5.99,9.0,0.6655555555555556
536,WORTHINGTON Leanies,0.0,0.0,10000.0
537,WORTHINGTON Low Fat Fri Chik,10.99,8.0,1.37375
538,WORTHINGTON Low Fat Veja-Links,5.99,10.0,0.599
539,WORTHINGTON Meatless Chicken Roll,11.09,14.0,0.7921428571428571
540,WORTHINGTON Meatless Corned Beef Roll,8.09,5.0,1.6179999999999999
541,WORTHINGTON Multigrain Cutlets,6.09,2.0,3.045
542,WORTHINGTON Prime Stakes,108.47,1.0,108.47
543,WORTHINGTON Prosage Links,2.99,6.4,0.46718750000000003
544,WORTHINGTON Prosage Roll,3.79,13.0,0.2915384615384615
545,WORTHINGTON Saucettes,0.0,0.0,10000.0
546,WORTHINGTON Smoked Turkey Roll,2.69,1.0,2.69
547,WORTHINGTON Stakelets,0.0,0.0,10000.0
548,WORTHINGTON Stripples,0.0,0.0,10000.0
549,WORTHINGTON Super Links,5.99,10.0,0.599
550,WORTHINGTON Vegetable Skallops,82.49,1.0,82.49
551,WORTHINGTON Vegetable Steaks,11.98,10.5,1.140952380952381
552,WORTHINGTON Vegetarian Burger,0.0,0.0,10000.0
553,WORTHINGTON Veja-Links,6.49,13.5,0.48074074074074075
554,WORTHINGTON Wham (roll),0.0,0.0,10000.0
555,Waffle,4.59,10.0,0.45899999999999996
556,Waffles,4.59,10.0,0.45899999999999996
557,Walrus,0.0,0.0,10000.0
